,id,user_location,date,text,hashtags,source,retweets,favorites,is_retweet
64248,1383433684385112082,"Vincennes, Indiana",2021-04-17 14:54:27,Covid-19 shot #2 in the books! #Moderna #vaccine,"['Moderna', 'vaccine']",Twitter for Android,0,1,False
190962,1439105762932920321,"Bengaluru, India",2021-09-18 05:55:25,"Pincode: 560066
COVAXIN - Dose 1: 100 slots

Age: 18 and above  (All Ages)
Date: 24 Sep 2021
Fees: ₹1410
RxDx Sidda… https://t.co/wVowLh4bSR",,CowinAlertsBot,0,0,False
98767,1403376631008305157,Delhi/Lucknow/Deoria,2021-06-11 15:40:36,"I intentionally took 2 doses of #Covaxin, while #COVIDSHIELD was available when I was taking my first dose. I did i… https://t.co/rTiA3p01WS","['Covaxin', 'COVIDSHIELD']",Twitter Web App,0,1,False
206874,1449299652625399813,"Bengaluru, India",2021-10-16 09:02:18,"Pincode: 560035
COVAXIN - Dose 2: 50 slots

Age: 18 and above  (All Ages)
Date: 22 Oct 2021
Fees: ₹1250
Dr Sunny Me… https://t.co/LsWSgeoe7A",,CowinAlertsBot,0,0,False
157988,1423782497805025286,,2021-08-06 23:06:14,"I am not anti-vax, I’m just anti misinformation :• #Pfizer #Moderna #johnsonandjohnson #AstraZeneca #CovidVaccine #gogetjabbed","['Pfizer', 'Moderna', 'johnsonandjohnson', 'AstraZeneca', 'CovidVaccine', 'gogetjabbed']",Twitter for iPhone,0,2,False
195656,1442746000725004290,"Bengaluru, India",2021-09-28 07:00:26,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 28/09 at 12:30PM
FREE Slots 
#COVISHIELD - Dose1:17, Dose2:7… https://t.co/gJX0ddUNIi","['BBMP', 'Bengaluru', 'CovidVaccine', 'COVISHIELD']",VaxBlr,0,0,False
222970,1459637918679580683,,2021-11-13 21:42:53,@WAM2BAM Europe is experiencing a major surge in Covid cases RIGHT NOW! Even with large % of population vaccinated.… https://t.co/ggZZ650CCv,,Twitter for iPhone,2,1,False
116606,1409815866640801794,,2021-06-29 10:07:50,"560076, 
AGE 18+
484-D1, 286-D2 slots,
#COVAXIN on 29-06-2021
@ Fortis Hospital BG ROAD P3(1200Rs) #BBMP","['COVAXIN', 'BBMP']",cowin_vaccine_app,0,0,False
72372,1393655610785292288,"Sky Lake, FL",2021-05-15 19:52:45,Just finished getting my second #moderna shot. #igotmyshot . Thanks @OrangeCoFL . And thanks @Towman12 https://t.co/Qcr9QIOwMM,"['moderna', 'igotmyshot']",Twitter for iPhone,0,2,False
123141,1410479952353325059,India,2021-07-01 06:06:40,"""Corona Vaccine allocation for July to states done in a transparent manner. 

Vaccine doses allocated to States bas… https://t.co/iQaarq79nY",,Twitter for Android,8,4,False
117790,1409448662518829059,"Sydney, New South Wales",2021-06-28 09:48:42,Done with my #CovidVaccine 💉 #PfizerBiontech #getyourjab #VaccinesSaveLives,"['CovidVaccine', 'PfizerBiontech', 'getyourjab', 'VaccinesSaveLives']",Twitter for iPhone,0,1,False
162238,1425068958164545540,"Bengaluru, India",2021-08-10 12:18:10,"Pincode: 560078
COVAXIN - Dose 2: 50 slots

Age: 18 and above  (All Ages)
Date: 13 Aug 2021
Fees: ₹1410
MILANN JP N… https://t.co/ilHrVTWqQj",,CowinAlertsBot,0,0,False
93479,1401029763867635714,,2021-06-05 04:15:00,The #EuropeanCommission authorised #PfizerBioNTech to use its #COVID19 #vaccine for use in children aged 12 and abo… https://t.co/9bSv4MLSG0,"['EuropeanCommission', 'PfizerBioNTech', 'COVID19', 'vaccine']",TweetDeck,0,0,False
160728,1426229829117091841,,2021-08-13 17:11:03,An 89-year-old man died just days after receiving #Sinopharm vaccine. The vaccinated man was in good health and had… https://t.co/5xhp8KknBW,['Sinopharm'],Twitter for Android,0,0,False
69164,1382830520480972803,"Toronto, Canada  and Worldwide",2021-04-15 22:57:42,@TrueNorthCentre @MaximeBernier @DerekSloanCPC @randyhillier While Ontario Canada is forced to stay at home home… https://t.co/F107CNhKDh,,Twitter for iPhone,0,0,False
16065,1366270371758960643,India,2021-03-01 06:13:35,"𝙋𝙚𝙧𝙢𝙖𝙣 𝙏𝙫 𝙏𝙞𝙢𝙚 .

𝙈𝙖𝙧𝙫𝙚𝙡 𝙃𝙦 -𝙈𝙤𝙣𝙙𝙖𝙮 𝙏𝙤 𝙁𝙧𝙞𝙙𝙖𝙮  
9.00 𝘼.𝙢

𝘿𝙞𝙨𝙣𝙚𝙮 𝙘𝙝𝙖𝙣𝙣𝙚𝙡 -𝙈𝙤𝙣𝙙𝙖𝙮 𝙏𝙤 𝙁𝙧𝙞𝙙𝙖𝙮  
8.30 𝙋.𝙢

𝙎𝙪𝙣𝙙𝙖𝙮  4.30… https://t.co/Uxu1oTgP8z",,Twitter for Android,10,7,False
32969,1373095699387052032,Beijing,2021-03-20 02:15:00,Serbia on Mar. 18 signed a contract with #China's #Sinopharm to purchase more of COVID-19 vaccines. President Vucic… https://t.co/dOOY6iVGUF,"['China', 'Sinopharm']",Twitter Web App,4,8,False
86104,1398547555919691776,Kerala,2021-05-29 07:51:35,An unpublished in-vitro study earlier showed reasonable protection of both #Covishield and #Covaxin against the B16… https://t.co/pAODVtwxJg,"['Covishield', 'Covaxin']",Twitter for Android,0,0,False
66123,1384835469020704769,Chennai,2021-04-21 11:44:39,"Post Vaccination infection 😐

About 0.04 pc people tested positive after second dose of #Covaxin and 0.03 per cent… https://t.co/e2EGUSo6Px",['Covaxin'],Twitter for Android,0,0,False
47601,1379487051251384324,Prague,2021-04-06 17:31:57,"#China has developed 4 vaccines in #Sinovac, #Sinopharm, #CanSino and Anhui Zhifei Longcom. Chinese state media rep… https://t.co/fv90b0t0Fy","['China', 'Sinovac', 'Sinopharm', 'CanSino']",Twitter Web App,0,0,False
167857,1428035915730104327,,2021-08-18 16:47:48,"3rd dose 💉💉💉
📣 8 months after the 2nd dose of #pfizer or #moderna #vaccine Also #JohnsonJohnson will receive a 2nd… https://t.co/T09p7fTutf","['pfizer', 'moderna', 'vaccine', 'JohnsonJohnson']",Twitter for Android,0,0,False
169541,1427138686559277059,,2021-08-16 05:22:32,"#vaccination camp in #AjnaraIntegrity 
#RajnagarExtension #Ghaziabad #covaxin @rne_residents @integrityaoa https://t.co/DlyVIiFWEQ","['vaccination', 'AjnaraIntegrity', 'RajnagarExtension', 'Ghaziabad', 'covaxin']",Twitter for Android,4,10,False
54337,1380497728858247170,India,2021-04-09 12:28:01,Various countries are not telling the exact number of covid19 infested patients &amp; Death the exact are much more tha… https://t.co/sbnKjoYNIG,,Twitter for Android,0,0,False
44941,1379222345102032900,"Boston, MA",2021-04-06 00:00:06,I got my first jab of the #Moderna vaccine today. I wore sequins for the occasion. When I took off my coat the nurs… https://t.co/QeLksIznMv,['Moderna'],Twitter for iPhone,1,42,False
142406,1418595199861723136,,2021-07-23 15:33:46,"[21:03:46] 400607, 24-07-2021, 27 dose2 at TMC P Wellspring Healthcare, #COVAXIN Shop No 4 Pataskar Eclat At Servic… https://t.co/hehMgceCYy",['COVAXIN'],Cowin Vaccination Availability,0,0,False
149286,1421234305439649793,"Bengaluru, India",2021-07-30 22:20:38,"Pincode: 560060
COVAXIN - Dose 2: 250 slots

Age: 18 and above 
Date: 31 Jul 2021
Fees: ₹1200
SPARSH SUPER SPL YESH… https://t.co/Y2tpM9ughb",,CowinAlertsBot,0,0,False
77956,1393107735047073796,India,2021-05-14 07:35:41,"Imported doses of #SputnikV #COVID19 vaccine are presently priced at Rs 948 + 5% #GST per dose, with the possibilit… https://t.co/5XnfA0IMG4","['SputnikV', 'COVID19', 'GST']",Twitter for Android,0,3,False
186329,1437380467733327874,"Bengaluru, India",2021-09-13 11:39:43,"Pincode: 560078
COVAXIN - Dose 2: 50 slots

Age: 18 and above  (All Ages)
Date: 16 Sep 2021
Fees: ₹1410
MILANN JP N… https://t.co/LdQKVOtxPG",,CowinAlertsBot,0,0,False
128426,1414273168575926272,,2021-07-11 17:19:33,"@tanyageorge70 #ScottyFromMarketing cannot take credit at all.

#auspol #CoronavirusAustralia #DeltaVariant… https://t.co/uM2NT8i48x","['ScottyFromMarketing', 'auspol', 'CoronavirusAustralia', 'DeltaVariant']",Twitter for iPhone,0,0,False
206840,1449318652742799364,"Bengaluru, India",2021-10-16 10:17:48,"Pincode: 560070
COVAXIN - Dose 2: 100 slots

Age: 18 and above  (All Ages)
Date: 21 Oct 2021
Fees: ₹1410
NU HOSPITA… https://t.co/WACCESiPbt",,CowinAlertsBot,0,0,False
129252,1413249030935572482,Qatar,2021-07-08 21:30:00,#Argentina announced it will sign a #COVID19 vaccine supply agreement with #Moderna as the country attempts to spee… https://t.co/cjl369XFbb,"['Argentina', 'COVID19', 'Moderna']",TweetDeck,0,1,False
213867,1455916178241581063,bangalore,2021-11-03 15:14:01,@WHO recognised #COVAXIN today. #bharathbiotech india made vaccine..two good news today. @narendramodi @PMOIndia @MoHFW_INDIA,"['COVAXIN', 'bharathbiotech']",Twitter for Android,0,1,False
147578,1421051760236392451,"Bengaluru, India",2021-07-30 10:15:16,"Pincode: 560078
COVAXIN - Dose 1: 100 slots

Age: 18 and above 
Date: 31 Jul 2021
Fees: ₹1410
Apollo Clinic J P Nag… https://t.co/VYWKQqwNVz",,CowinAlertsBot,0,0,False
91698,1402293012357521411,"Amsterdam, The Netherlands",2021-06-08 15:54:42,"@ajay43 ""#Covaxin will cost less than a bottle of water"": Ella Krishna, Bharat Biotech MD on 20 August 2020.
 https://t.co/haHSAB7bhl",['Covaxin'],Twitter for Android,87,210,False
79836,1395926671690280960,,2021-05-22 02:17:08,i feel emotionally nauseous now in preparation for feeling physically nauseous later #moderna,['moderna'],Twitter for iPhone,0,0,False
135827,1417142284399747074,,2021-07-19 15:20:24,"560076, 
AGE 18+
180-D1, 164-D2 slots,
#COVAXIN on 21-07-2021
@ Fortis Hospital BG ROAD P3(1200Rs) #BBMP","['COVAXIN', 'BBMP']",cowin_vaccine_app,0,0,False
145645,1420226523785687043,Delhi,2021-07-28 03:36:04,Bharat Immunologicals and Biologicals Corporation (BIBCOL) – one of three public sector companies roped in to produ… https://t.co/kBhvpdsCy5,,Twitter for iPhone,18,34,False
209001,1450659969863454725,"Dallas, TX",2021-10-20 03:07:43,@bessbell That Dolly Parten connection!! #Angel #Moderna,"['Angel', 'Moderna']",Twitter for iPhone,0,0,False
106728,1407642173365907458,,2021-06-23 10:10:21,"560011, 
AGE 18+
138-D1, 28-D2 slots,
#COVAXIN on 25-06-2021
@ APOLLO JAYANAGAR-COVAXIN(1410Rs) #BBMP","['COVAXIN', 'BBMP']",cowin_vaccine_app,0,0,False
84808,1397878542621462530,Catbalogan City,2021-05-27 11:33:10,"2nd dose of vaccine completed. ⚡️
#OxfordAstrazeneca 👌",['OxfordAstrazeneca'],Twitter for iPhone,0,3,False
112748,1408383853312372736,salem tamilnadu,2021-06-25 11:17:31,#2dose #Covaxin thanks #NarendraModi @PMOIndia https://t.co/fDceg7dFrp,"['2dose', 'Covaxin', 'NarendraModi']",Twitter for Android,0,0,False
11783,1366288932195999754,United Kingdom,2021-03-01 07:27:20,#AZN The Times: #AstraZeneca has sold its stake in #Moderna for more than $1 billion after the American biotechnolo… https://t.co/0VFqgcYPHc,"['AZN', 'AstraZeneca', 'Moderna']",Twitter Web App,1,1,False
202612,1446124166508269589,Turtle Island,2021-10-07 14:44:03,"UK Judge Orders Evidence Justifying COVID-19 Vaccine for Children
  
Oct 07, 2021   @mercola.com  

#Covid19… https://t.co/OR35XNs0xp",['Covid19'],Twitter Web App,1,1,False
152656,1421684242468114433,,2021-08-01 04:08:31,"@matthewleemur @lk_zhuang @CGTNOfficial .
It doesn't work like #PfizerBiontech &amp; #AstraZeneca ... ?","['PfizerBiontech', 'AstraZeneca']",Twitter Web App,0,0,False
76820,1393935590941503491,Punjab,2021-05-16 14:25:17,"Capt Amarinder asks CS to explore Sputnik V procurement for 18-44 age group vaccination

#CaptAmarinder… https://t.co/V3f5i3zvg5",['CaptAmarinder'],Hootsuite Inc.,0,0,False
159582,1424215968511791104,"Bengaluru, India",2021-08-08 03:48:42,"Pincode: 560085
COVAXIN - Dose 2: 100 slots

Age: 18 and above  (All Ages)
Date: 12 Aug 2021
Fees: ₹1410
RAKSHOBHYA… https://t.co/C2Wan9fhA6",,CowinAlertsBot,0,0,False
54082,1380931457816797187,,2021-04-10 17:11:30,"Why @RahulGandhi has not be vaccinated till date for corona pandemic

Who can tell the reason behind it
#Congress #Covaxin #COVIDSHIELD","['Congress', 'Covaxin', 'COVIDSHIELD']",Twitter for Android,0,0,False
24238,1369235526943969280,"Giridih, India",2021-03-09 10:36:03,"@Ervisfusha @Ocugen #Covaxin is best in the world!
https://t.co/SyS8Tp1kLy",['Covaxin'],Twitter for Android,2,0,False
177653,1430567283127197700,Estados Unidos,2021-08-25 16:26:33,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 25/08 at 07:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD – Dose… https://t.co/QZYcVsEI4y","['URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD']",Revive Social App,0,0,False
5438,1358262359295369218,"Beijing, China",2021-02-07 03:52:36,"""Bolivia, Indonesia, Turkey, Brazil and Chile have approved and begun to roll another Chinese vaccine, from… https://t.co/yfD1Ld9lqo",,Twitter Web App,1,3,False
185611,1436983807823908868,United Arab Emirates,2021-09-12 09:23:32,"#Australia buys additional 1 million doses of Moderna’s COVID-19 vaccine
Lockdowns will remain until 70% of country… https://t.co/4Of1ILv6L3",['Australia'],TweetDeck,2,8,False
47595,1379556049322131472,Berlin,2021-04-06 22:06:07,"Israel and Chile both led on Covid jabs, so why is one back in lockdown?
Does Sinovac makes the difference?
#Israel… https://t.co/mdcBZC4cIy",['Israel'],Twitter Web App,0,1,False
94563,1402641949161492482,"Orissa, India",2021-06-09 15:01:15,Got Second Dose of #Covaxin ✅✅. No Slot Booking No Cowin. Direct Walkin. Unique initiative by @bmcbbsr,['Covaxin'],Twitter for iPhone,0,2,False
209724,1452001907505917952,"Bangalore,India",2021-10-23 20:00:06,@TimesNow Oh really? If that's the case why are we still lobbying for approval of the vaccine #Covaxin with #WHO… https://t.co/3MwCHwD07G,"['Covaxin', 'WHO']",Twitter for Android,0,0,False
125159,1410038455782891530,"Koderma,India",2021-06-30 00:52:19,"#goodmorning

➡️Drug Controller General of India (DCGI) has given Emergency Use Authorisation to Moderna to use it‘… https://t.co/uQ8q5ByWWB",['goodmorning'],Twitter for Android,0,0,False
177077,1429442607646654464,,2021-08-22 13:57:30,"""#Covid-19 vaccines for children could be available in India by as early as next month, two people closely associat… https://t.co/RB6wEJmhna",['Covid'],Twitter for Android,1,8,False
30548,1371860197749059584,online,2021-03-16 16:25:33,"Germany, France, Italy and Spain suspend use of Oxford-AstraZeneca’s COVID-19 vaccine #Germany #France #Italy… https://t.co/Y9ggTLgGUr","['Germany', 'France', 'Italy']",Twitter Web App,0,0,False
74251,1394863217906651139,,2021-05-19 03:51:21,"Step To Get You Started To Buy And Sell.
In Direct Selling Follow personal responsibility to each of your downline… https://t.co/BHWgVohsQq",,Twitter Web App,1,6,False
209198,1450267247444779020,,2021-10-19 01:07:11,"#VAERS #Infertility #obgyntwitter #Pfizer #Moderna #Covidvaccine #pregnancy

From the 10/8/2021 release of VAERS da… https://t.co/8lWjKzwWdA","['VAERS', 'Infertility', 'obgyntwitter', 'Pfizer', 'Moderna', 'Covidvaccine', 'pregnancy']",Twitter Web App,0,0,False
106055,1404688476667363331,Istanbul / Sydney,2021-06-15 06:33:25,She Dies after 2nd #Moderna Shot! https://t.co/9Mf7dyRgPJ #mRNA #NoVaccine @tolgaozcelkk90 @ahusimya,"['Moderna', 'mRNA', 'NoVaccine']",Twitter Web App,0,1,False
226248,1462271448798543878,,2021-11-21 04:07:35,"@NIHDirector #COVAXIN  IS PURELY INDIAN
I RESPECT &amp;LOVE  MY PM 
I LOVE MY COUNTRY",['COVAXIN'],Twitter for Android,0,3,False
219006,1457069253065154565,United States,2021-11-06 19:35:55,@totalylosthere I did mine Wednesday and had zero side effects. I was prepared but absolutely nothing. #Moderna 💉😷,['Moderna'],Twitter for iPhone,0,0,False
146765,1420670458140139521,"Bengaluru, India",2021-07-29 09:00:06,"45+ #RURAL #Bengaluru #CovidVaccine Availability for 29/07 at 02:30PM
FREE Slots 0
PAID Slots 
#COVAXIN - Dose1:48, Dose2:46","['RURAL', 'Bengaluru', 'CovidVaccine', 'COVAXIN']",VaxBlr,0,0,False
192933,1438525953672548362,Pasay City,2021-09-16 15:31:28,"2nd night after getting vaccinated of #SputnikV 2nd dose yesterday,I felt numbness all over my body",['SputnikV'],Twitter for iPhone,0,0,False
26600,1370042649248477188,"Albany, New York",2021-03-11 16:03:16,"#Moderna, a biotech company pioneering messenger RNA (mRNA) therapeutics and vaccines, is expanding its pipeline of… https://t.co/OyID1IbwmS",['Moderna'],Twitter Web App,0,2,False
52902,1381893487323279360,India,2021-04-13 08:54:16,"In a #CNBCTV18Exclusive, NEGVAC head VK Paul tells us that the need for trial has been given away for foreign vacci… https://t.co/pfBrKMXCxr",['CNBCTV18Exclusive'],Twitter Web App,10,30,False
42574,1377211569873035265,,2021-03-31 10:50:00,"The youth icon Mr. Hunaid Lakhani Sahab

#ArrestNadeemBabar #AskSRK #SaudiArabia #Sinopharm #ArrestAmarZaleel_295C… https://t.co/B7nUxxw8Lg","['ArrestNadeemBabar', 'AskSRK', 'SaudiArabia', 'Sinopharm', 'ArrestAmarZaleel_295C']",TweetDeck,1,1,False
68966,1383108177747673089,"Toronto, Canada  and Worldwide",2021-04-16 17:21:01,@GutoPenteado @randyhillier @MaximeBernier @DerekSloanCPC Moscow Russia everything is open for business Ontario is… https://t.co/fqnFPSIqB7,,Twitter Web App,1,0,False
177025,1429488791195066368,"Bengaluru, India",2021-08-22 17:01:01,"Pincode: 560005
COVAXIN - Dose 1: 50 slots

Age: 18 and above  (All Ages)
Date: 26 Aug 2021
Fees: ₹1400
Dr Ayyappas… https://t.co/CFAzX45cRn",,CowinAlertsBot,1,0,False
139239,1416930116341403655,"Imus, Cavite",2021-07-19 01:17:19,The long line that we all have to endure... Get vaccinated everyone! @EmmanuelMaliksi @jonvicremulla… https://t.co/SuUb06ag5a,,Twitter for Android,0,0,False
65507,1384939563353784324,"Melbourne, Victoria",2021-04-21 18:38:17,The vaccines are safe as per the data put forward by the government. This puts all the ill-informed theories to res… https://t.co/IradxqruGC,,Twitter for Android,0,1,False
219260,1457387671777595393,"Saratoga Springs, NY",2021-11-07 16:41:12,"@KamalaHarris Can you please deliver #Covaxin to the United States?! I mean the world has accepted it…and well, I’l… https://t.co/xGPCGO7nE3",['Covaxin'],Twitter for iPhone,0,2,False
99357,1403243968306028546,India,2021-06-11 06:53:27,#VaccineForAll | @Bharatbiotech responds to @US_FDA 'rejection' of #Covaxin; says No vaccine manufactured or develo… https://t.co/tAe7Zle2Id,"['VaccineForAll', 'Covaxin']",Twitter Web App,4,16,False
56805,1382744575152836612,"West Palm Beach, FL",2021-04-15 17:16:11,Second shot is in the books! I’m so glad I got this done! #getvaccinated #cancelcovid #moderna https://t.co/QeVXSSHKM1,"['getvaccinated', 'cancelcovid', 'moderna']",Instagram,2,7,False
126220,1412864091757158406,"Louisiana, USA",2021-07-07 20:00:23,"Pfizer and Moderna Vaccines Likely to Produce Lasting Immunity, Study Finds. @nytimes @AANP_NEWS @ANANursingWorld… https://t.co/ff0GjXth2d",,Buffer,1,2,False
41391,1377158725341863948,Sri Lanka ,2021-03-31 07:20:01,"600,000 doses of the #Sinopharm vaccines were officially handed over to President @GotabayaR by  #Chinese Ambassado… https://t.co/ME2hfDk45E","['Sinopharm', 'Chinese']",Twitter for Android,1,3,False
197982,1444440823731343368,,2021-10-02 23:15:03,On a similar note: Here we have Canadian representatives attending the #COVAX delivery of #COVID19 #vaccine to… https://t.co/HTghzqDa8f,"['COVAX', 'COVID19', 'vaccine']",Twitter Web App,0,0,False
32671,1372443641797558277,New Delhi,2021-03-18 07:03:57,"#VaccineWars 

#Covaxin #Covishield manufacturers in india, #BharatBiotech and #SerumInstitute oppose disclosing th… https://t.co/QEcWlH9Tno","['VaccineWars', 'Covaxin', 'Covishield', 'BharatBiotech', 'SerumInstitute']",Twitter for iPhone,1,3,False
205117,1447832654330531841,India,2021-10-12 07:52:58,#JustIn | Subject Expert Committee recommends market authorisation for emergency use of #Covaxin for the age group… https://t.co/RkG1hx9JOR,"['JustIn', 'Covaxin']",Twitter Web App,22,62,False
129939,1416162689508941825,,2021-07-16 22:27:50,"562125, 
AGE 45+
49-D1, 49-D2 slots,
#COVAXIN on 17-07-2021
@ Oakridge School Rainbow(1410Rs) #BBMP","['COVAXIN', 'BBMP']",cowin_vaccine_app,0,0,False
179877,1432403015458246657,Republic of Slovenia,2021-08-30 18:01:06,"""#Japan 🇯🇵 suspends #Moderna Covid vaccine 💉 after ANOTHER million doses found #contaminated 🗑️, bringing total to… https://t.co/BpB2sGY9yi","['Japan', 'Moderna', 'contaminated']",Twitter for Android,0,1,False
68639,1384043265431719947,"California, USA",2021-04-19 07:16:43,"Let's put people before profit 🙏
Share vaccine recipe with the world. #Pfizer #Moderna
#AstraZeneca #SputnikV… https://t.co/p3sPISVrQt","['Pfizer', 'Moderna', 'AstraZeneca', 'SputnikV']",Twitter for Android,0,1,False
55076,1380048342638469123,New Delhi l Mumbai l lndia,2021-04-08 06:42:19,"@BDUTT 1. Allocate Rs. 3000 crore to to ramp up the production of #Covidshield .
2. Provide similar support for dou… https://t.co/p5o668Vagd",['Covidshield'],Twitter for iPad,0,0,False
173378,1430918167610773512,,2021-08-26 15:40:50,"$cemi. Big news from US goverment
Check out @stockWare message on StockTwits https://t.co/tUjSTcbzW3
#AMCSqueeze… https://t.co/z32GMe0sB8",['AMCSqueeze'],Twitter for Android,0,1,False
150226,1420258547632275464,,2021-07-28 05:43:19,"Govt. plans to vaccinate 10 million people in a week; Moderna jabs for city dwellers, Sinopharm vaccines in rural B… https://t.co/2flKv1zICb",,Twitter Web App,0,1,False
137046,1416993838971817986,"Bengaluru, India",2021-07-19 05:30:32,"Pincode: 560010
COVAXIN - Dose 1: 30 slots

Age: 18  - 44 
Date: 23 Jul 2021
Fees: ₹1410
SUGUNA HOSPITAL, West - BB… https://t.co/xHCgLMdgvu",,CowinAlertsBot,0,0,False
57315,1382476429431087105,,2021-04-14 23:30:40,"This is fine...bc there's plenty of #Pfizer and #Moderna #Vaccines for everyone in the USA

Thanks to @POTUS 👏 https://t.co/wMH50CEady","['Pfizer', 'Moderna', 'Vaccines']",Tweecha Lite,0,0,False
174104,1430184452869681154,"California, USA",2021-08-24 15:05:19,The truth should always be embraced so we can learn a better way tomorrow⚓🇺🇸⚓ #COVID19 #CovidVaccine #Pfizer… https://t.co/b8v0cGoFy4,"['COVID19', 'CovidVaccine', 'Pfizer']",Twitter for Android,0,0,False
68133,1384894009542385671,"Toronto, Canada  and Worldwide",2021-04-21 15:37:16,@CBCAlerts @CBCNews Canada politicizing #COVID19. Laboratorios Richmond launched production of #SputnikV in… https://t.co/ZjQGHLMBaM,"['COVID19', 'SputnikV']",Twitter for iPhone,0,0,False
56039,1380445038304493570,,2021-04-09 08:58:39,@Shadi_Alkasim Russian propaganda is tweeting the very same research about #sputnikv and saying that it proves that… https://t.co/ItYznn1zgk,['sputnikv'],Twitter Web App,0,0,False
145450,1420282391046721537,,2021-07-28 07:18:04,"[12:48:03] 122001, 28-07-2021, 29 dose1 at Max Hospital, #COVAXIN Max Hospital Opp HUDA City Block Sushant Lok #GurgaonCOVAXIN","['COVAXIN', 'GurgaonCOVAXIN']",Cowin Vaccination Availability,0,0,False
218056,1456689075436412928,Oregon,2021-11-05 18:25:14,"My neighborhood #pharmacy, they got them #booster shots on deck. 

#teammomo #Moderna https://t.co/gcuv1OpiXE","['pharmacy', 'booster', 'teammomo', 'Moderna']",Twitter for iPhone,0,0,False
173115,1431165209994014721, ,2021-08-27 08:02:30,"We really ARE running out of #conspiracytheories , aren't we?

#Moderna found to contain ""magnetic material"" in… https://t.co/LXsUEtD9Ch","['conspiracytheories', 'Moderna']",Twitter Web App,11,14,False
189037,1439235108259745792,,2021-09-18 14:29:24,"Stew Peters - Karen Kingston - Deadly Shots Former #Pfizer Employee Confirms Poison In #Vaccine

#PfizerLeak #mRNA… https://t.co/7pj6w73MkX","['Pfizer', 'Vaccine', 'PfizerLeak', 'mRNA']",Twitter for Android,4,6,False
60369,1382177607240732672,India,2021-04-14 03:43:15,Sputnik V in India: Dr Reddy's to begin supply of COVID-19 vaccine imported from Russia in May #SputnikV #DrReddys… https://t.co/zxL28VksTv,"['SputnikV', 'DrReddys']",Twitter Web App,3,26,False
127496,1414839925497761816,"Bengaluru, India",2021-07-13 06:51:39,"Pincode: 560066
COVAXIN - Dose 2: 200 slots

Age: 18 and above 
Date: 17 Jul 2021
Fees: ₹1410
APOLLO MEDICAL CENTER… https://t.co/2FuMWSxNaG",,CowinAlertsBot,0,0,False
215810,1456003841896312835,I am omnipresent. ,2021-11-03 21:02:21,Finally @BharatBiotech #COVAXIN gets #Emergency approval https://t.co/D6M6LTCzCP,"['COVAXIN', 'Emergency']",Twitter for iPhone,0,0,False
226514,1462000237917065218,"Ahmedabad,INDIA",2021-11-20 10:09:54,"#NIH support?? Pls, FUCK OFF. #Covaxin is an indigenous effort of India, ICMR and Bharat Biotech. There is no invol… https://t.co/Nrzf17sFyJ","['NIH', 'Covaxin']",Twitter for Android,0,0,False
116297,1409869100499746822,,2021-06-29 13:39:22,"560064, 
AGE 45+
100-D1, 49-D2 slots,
#COVAXIN on 01-07-2021
@ IQURE HEALTH CARE C1(1410Rs) #BBMP","['COVAXIN', 'BBMP']",cowin_vaccine_app,0,0,False
84224,1397239637849133071,www.claushecking.com,2021-05-25 17:14:23,"""The rate of breakthrough infections are thus roughly 0.001 percent, hospitalizations are 0.0007 percent, and death… https://t.co/Aig22iVoCY",,Twitter Web App,3,2,False
111931,1408614412953415684,,2021-06-26 02:33:41,"[08:03:41] 411060, 26-06-2021, 40 dose2 at Bhangire Hospital - PMCG, #COVAXIN Mohammadwadi Pune #PuneCOVAXIN","['COVAXIN', 'PuneCOVAXIN']",Cowin Vaccination Availability,0,0,False
170159,1427980607900975105,Worldwide,2021-08-18 13:08:02,@sputnikvaccine @sputnikvaccine Please work with @UKParliament @10DowningStreet and @CanadianPM @CanadainIndia Lots… https://t.co/q0330b6and,,Twitter for Android,0,0,False
199888,1445405695747178507,,2021-10-05 15:09:06,All the people in the world who think government cares about us…take a look at @WHO delaying #covaxin decision AGAI… https://t.co/rKEOxiffoT,['covaxin'],Twitter for iPhone,1,1,False
170489,1428516308715462659,"Charlotte, NC",2021-08-20 00:36:43,got my booster shot and flu shot today I LOVE VACCINES …. @POTUS @VP @pfizer #PfizerBioNTech https://t.co/r5JL1vtelU,['PfizerBioNTech'],Twitter for iPhone,0,0,False
168632,1427018715535757325,NYC (trying to escape),2021-08-15 21:25:49,"Fore those interested in what the ""package insert"" for the #Moderna  #COVID19Vaccination says about the ""vaccine"",… https://t.co/fSNlUgZcX4","['Moderna', 'COVID19Vaccination']",Twitter Web App,1,0,False
209266,1450138386258280449,,2021-10-18 16:35:08,"@jhaskinscabrera @MichaelPSenger @MartinKulldorff 
Surprised that #Pfizer #Moderna #JohnsonAndJohnson gave data of… https://t.co/Z1n4amHB5H","['Pfizer', 'Moderna', 'JohnsonAndJohnson']",Twitter Web App,0,1,False
1387,1341446194279510021,"Seattle, WA",2020-12-22 18:11:10,"Dose 1 complete #PfizerBioNTech.

There are quotes on the glass as you enter @harborviewmc. When I see this quote,… https://t.co/tmRgGPCeg4",['PfizerBioNTech'],Twitter for iPhone,0,15,False
